Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,How can I start a simple workout routine at home with no equ...,514,274.991,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,412,286.601,0.0390
llama3:8b,How do I negotiate my salary during a job offer?,471,284.657,0.0382
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,461,283.599,0.0332
llama3:8b,How do I write a professional follow-up email after a job in...,394,273.977,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,649,275.018,0.0326
llama3:8b,What are some tips to stay focused while studying?,628,272.407,0.0327
llama3:8b,What are some tips to stay focused while studying?,492,281.316,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,299,286.275,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,585,280.683,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,575,269.640,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,513,274.740,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,403,286.772,0.0394
llama3:8b,How can I start a simple workout routine at home with no equ...,515,272.289,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,259,291.514,0.0431
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,319,273.496,0.0320
llama3:8b,What's the difference between anxiety and stress?,338,288.885,0.0408
llama3:8b,How do I write a professional follow-up email after a job in...,533,275.351,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,542,277.447,0.0338
llama3:8b,What's the difference between anxiety and stress?,487,283.371,0.0333
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,844,271.514,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,590,264.619,0.0337
llama3:8b,How do I negotiate my salary during a job offer?,651,273.045,0.0337
llama3:8b,How do I negotiate my salary during a job offer?,393,287.189,0.0394
llama3:8b,How do I negotiate my salary during a job offer?,527,268.683,0.0335
llama3:8b,How can I start a simple workout routine at home with no equ...,432,285.994,0.0386
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,307,283.591,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,529,278.744,0.0330
llama3:8b,What are some tips to stay focused while studying?,557,276.206,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,472,271.733,0.0334
llama3:8b,What are some tips to stay focused while studying?,499,271.077,0.0332
llama3:8b,What's the difference between anxiety and stress?,469,274.393,0.0336
llama3:8b,What's the difference between anxiety and stress?,485,284.212,0.0382
llama3:8b,Can you summarize the key points of the book Atomic Habits?,517,271.826,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,412,286.494,0.0393
llama3:8b,How do I negotiate my salary during a job offer?,596,272.556,0.0339
llama3:8b,How do I negotiate my salary during a job offer?,652,277.283,0.0338
llama3:8b,What are some tips to stay focused while studying?,523,281.982,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,526,277.380,0.0329
llama3:8b,How do I write a professional follow-up email after a job in...,537,277.358,0.0322
llama3:8b,What's the difference between anxiety and stress?,473,277.657,0.0337
llama3:8b,What are some tips to stay focused while studying?,557,274.031,0.0321
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,769,270.004,0.0337
llama3:8b,How do I write a professional follow-up email after a job in...,607,280.164,0.0373
llama3:8b,What are some tips to stay focused while studying?,573,277.292,0.0332
llama3:8b,How do I write a professional follow-up email after a job in...,505,272.615,0.0320
llama3:8b,How do I write a professional follow-up email after a job in...,459,284.615,0.0394
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,748,268.987,0.0330
llama3:8b,What are some fun icebreaker questions for team meetings?,463,278.322,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,470,277.652,0.0317
llama3:8b,Can you summarize the key points of the book Atomic Habits?,505,278.946,0.0317
llama3:8b,What are some fun icebreaker questions for team meetings?,428,270.742,0.0318
llama3:8b,Can you summarize the key points of the book Atomic Habits?,460,275.445,0.0330
llama3:8b,What are some fun icebreaker questions for team meetings?,539,277.476,0.0339
llama3:8b,What are some tips to stay focused while studying?,575,271.955,0.0321
llama3:8b,Can you explain inflation in simple terms?,407,277.689,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,413,270.628,0.0335
llama3:8b,How do I negotiate my salary during a job offer?,582,277.800,0.0335
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,757,274.632,0.0370
llama3:8b,Can you explain inflation in simple terms?,471,275.882,0.0323
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,706,276.700,0.0368
llama3:8b,How do I write a professional follow-up email after a job in...,510,280.865,0.0334
llama3:8b,Can you summarize the key points of the book Atomic Habits?,505,283.223,0.0386
llama3:8b,How do I negotiate my salary during a job offer?,573,274.603,0.0324
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,384,287.405,0.0397
llama3:8b,What are some tips to stay focused while studying?,543,272.032,0.0332
llama3:8b,What are some fun icebreaker questions for team meetings?,439,281.396,0.0321
llama3:8b,How do I negotiate my salary during a job offer?,361,288.253,0.0399
llama3:8b,Can you summarize the key points of the book Atomic Habits?,394,287.239,0.0392
llama3:8b,What are some fun icebreaker questions for team meetings?,327,289.552,0.0401
llama3:8b,Can you summarize the key points of the book Atomic Habits?,519,269.533,0.0324
llama3:8b,What are some tips to stay focused while studying?,324,289.755,0.0401
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,469,285.244,0.0373
llama3:8b,What are some tips to stay focused while studying?,430,286.459,0.0377
llama3:8b,How do I negotiate my salary during a job offer?,551,267.193,0.0324
llama3:8b,What's the difference between anxiety and stress?,486,269.859,0.0324
llama3:8b,How can I start a simple workout routine at home with no equ...,414,287.031,0.0380
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,309,290.336,0.0399
llama3:8b,How do I negotiate my salary during a job offer?,304,290.297,0.0409
llama3:8b,How do I write a professional follow-up email after a job in...,245,292.433,0.0418
llama3:8b,What are some tips to stay focused while studying?,573,268.563,0.0325
llama3:8b,What are some tips to stay focused while studying?,283,291.177,0.0407
llama3:8b,What are some fun icebreaker questions for team meetings?,471,280.932,0.0326
llama3:8b,What are some tips to stay focused while studying?,508,283.107,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,417,268.280,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,310,290.288,0.0402
llama3:8b,What's the difference between anxiety and stress?,402,262.830,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,598,279.065,0.0327
llama3:8b,What's the difference between anxiety and stress?,436,283.482,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,510,283.929,0.0367
llama3:8b,How can I start a simple workout routine at home with no equ...,609,264.338,0.0332
llama3:8b,What are some tips to stay focused while studying?,439,286.096,0.0378
llama3:8b,How do I write a professional follow-up email after a job in...,511,266.047,0.0333
llama3:8b,What's the difference between anxiety and stress?,363,288.135,0.0400
llama3:8b,How do I write a professional follow-up email after a job in...,616,277.517,0.0323
llama3:8b,Can you explain inflation in simple terms?,375,287.790,0.0397
llama3:8b,What are some tips to stay focused while studying?,245,292.039,0.0434
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,544,269.865,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,510,261.265,0.0329
llama3:8b,Can you explain inflation in simple terms?,382,287.722,0.0392
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,610,264.909,0.0329
llama3:8b,What's the difference between anxiety and stress?,476,273.610,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,255,291.949,0.0422
llama3:8b,Can you explain inflation in simple terms?,257,291.977,0.0416
llama3:8b,How do I write a professional follow-up email after a job in...,545,273.483,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,291,290.852,0.0406
llama3:8b,What are some tips to stay focused while studying?,534,259.270,0.0330
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,321,259.908,0.0332
llama3:8b,Can you explain inflation in simple terms?,478,279.185,0.0320
llama3:8b,How can I start a simple workout routine at home with no equ...,575,261.085,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,360,279.276,0.0322
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,321,283.300,0.0319
llama3:8b,How can I start a simple workout routine at home with no equ...,497,277.951,0.0320
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,384,287.756,0.0389
llama3:8b,How do I write a professional follow-up email after a job in...,465,280.175,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,465,285.066,0.0379
llama3:8b,How do I negotiate my salary during a job offer?,550,261.223,0.0332
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,309,259.100,0.0330
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,398,259.798,0.0332
llama3:8b,What's the difference between anxiety and stress?,433,283.708,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,610,280.504,0.0363
llama3:8b,Can you explain inflation in simple terms?,460,277.558,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,689,256.905,0.0329
llama3:8b,How do I write a professional follow-up email after a job in...,503,283.881,0.0374
llama3:8b,Can you summarize the key points of the book Atomic Habits?,533,273.984,0.0325
llama3:8b,Can you explain inflation in simple terms?,437,270.947,0.0327
llama3:8b,What are some tips to stay focused while studying?,573,280.422,0.0328
llama3:8b,Can you explain inflation in simple terms?,368,285.702,0.0325
llama3:8b,What's the difference between anxiety and stress?,394,278.562,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,507,260.162,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,720,275.130,0.0329
llama3:8b,How do I write a professional follow-up email after a job in...,387,281.743,0.0325
llama3:8b,How do I negotiate my salary during a job offer?,561,261.090,0.0332
llama3:8b,What are some fun icebreaker questions for team meetings?,377,268.208,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,530,272.715,0.0326
llama3:8b,How do I write a professional follow-up email after a job in...,479,276.016,0.0336
llama3:8b,How do I negotiate my salary during a job offer?,565,259.389,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,386,261.347,0.0323
llama3:8b,What are some tips to stay focused while studying?,553,277.692,0.0337
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,311,267.038,0.0328
llama3:8b,Can you explain inflation in simple terms?,249,268.361,0.0325
llama3:8b,What's the difference between anxiety and stress?,538,278.824,0.0339
llama3:8b,How do I write a professional follow-up email after a job in...,522,271.983,0.0338
llama3:8b,Can you summarize the key points of the book Atomic Habits?,587,264.919,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,577,266.107,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,424,279.635,0.0338
llama3:8b,How can I start a simple workout routine at home with no equ...,469,272.625,0.0329
llama3:8b,How do I write a professional follow-up email after a job in...,497,280.124,0.0338
llama3:8b,How do I write a professional follow-up email after a job in...,523,272.180,0.0321
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,686,269.329,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,547,273.112,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,344,281.703,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,631,272.390,0.0329
llama3:8b,Can you explain inflation in simple terms?,316,282.322,0.0320
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,821,268.244,0.0324
llama3:8b,Can you summarize the key points of the book Atomic Habits?,483,281.709,0.0329
llama3:8b,Can you explain inflation in simple terms?,373,286.334,0.0331
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,567,281.196,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,281,289.099,0.0333
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,341,288.844,0.0405
llama3:8b,What's the difference between anxiety and stress?,277,290.887,0.0434
llama3:8b,What's the difference between anxiety and stress?,382,287.603,0.0394
llama3:8b,What are some tips to stay focused while studying?,274,291.199,0.0420
llama3:8b,What are some tips to stay focused while studying?,128,295.992,0.0526
llama3:8b,What are some fun icebreaker questions for team meetings?,276,294.044,0.0427
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,73,297.885,0.0667
llama3:8b,How do I write a professional follow-up email after a job in...,410,286.576,0.0393
llama3:8b,What are some fun icebreaker questions for team meetings?,23,299.406,0.1417
llama3:8b,Can you explain inflation in simple terms?,20,299.503,0.1580
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,229,292.448,0.0451
llama3:8b,What are some tips to stay focused while studying?,23,299.431,0.1427
llama3:8b,How do I write a professional follow-up email after a job in...,7,299.949,0.3893
llama3:8b,How do I write a professional follow-up email after a job in...,60,298.216,0.0743
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,54,298.489,0.0788
llama3:8b,Can you explain inflation in simple terms?,24,299.428,0.1357
llama3:8b,Can you summarize the key points of the book Atomic Habits?,23,299.465,0.1400
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,23,299.457,0.1394
llama3:8b,Can you summarize the key points of the book Atomic Habits?,23,299.492,0.1379
llama3:8b,How can I start a simple workout routine at home with no equ...,39,299.043,0.0941
llama3:8b,What's the difference between anxiety and stress?,37,299.009,0.0988
llama3:8b,Can you explain inflation in simple terms?,333,289.095,0.0408
llama3:8b,What are some fun icebreaker questions for team meetings?,37,299.043,0.0982
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,88,297.232,0.0618
llama3:8b,What are some tips to stay focused while studying?,57,298.441,0.0744
llama3:8b,How do I negotiate my salary during a job offer?,39,299.005,0.0946
llama3:8b,How do I negotiate my salary during a job offer?,30,299.327,0.1147
llama3:8b,What are some fun icebreaker questions for team meetings?,88,297.211,0.0620
llama3:8b,What's the difference between anxiety and stress?,80,297.554,0.0639
llama3:8b,How can I start a simple workout routine at home with no equ...,45,298.674,0.0888
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,89,297.414,0.0590
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,89,297.581,0.0571
llama3:8b,How do I negotiate my salary during a job offer?,80,297.742,0.0617
llama3:8b,What are some fun icebreaker questions for team meetings?,59,298.202,0.0760
llama3:8b,How can I start a simple workout routine at home with no equ...,70,298.039,0.0661
llama3:8b,What are some tips to stay focused while studying?,87,297.505,0.0597
llama3:8b,What's the difference between anxiety and stress?,92,297.364,0.0587
llama3:8b,Can you summarize the key points of the book Atomic Habits?,135,295.947,0.0520
llama3:8b,What are some fun icebreaker questions for team meetings?,115,296.346,0.0551
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,175,294.637,0.0459
llama3:8b,What are some tips to stay focused while studying?,97,375.505,0.0558
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,143,295.657,0.0490
llama3:8b,How can I start a simple workout routine at home with no equ...,236,292.604,0.0426
llama3:8b,How can I start a simple workout routine at home with no equ...,272,291.405,0.0414
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,282,291.150,0.0409
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,303,288.350,0.0309
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,258,292.210,0.0405
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,342,288.234,0.0318
llama3:8b,Can you explain inflation in simple terms?,261,292.064,0.0406
llama3:8b,What's the difference between anxiety and stress?,279,291.182,0.0415
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,236,313.495,0.0429
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,333,286.778,0.0313
llama3:8b,How do I write a professional follow-up email after a job in...,289,291.032,0.0405
llama3:8b,How do I negotiate my salary during a job offer?,197,293.707,0.0458
llama3:8b,How can I start a simple workout routine at home with no equ...,428,286.705,0.0373
llama3:8b,Can you explain inflation in simple terms?,283,291.245,0.0404
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,300,276.595,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,262,291.905,0.0411
llama3:8b,How do I negotiate my salary during a job offer?,330,289.707,0.0393
llama3:8b,How can I start a simple workout routine at home with no equ...,257,292.051,0.0414
llama3:8b,How do I write a professional follow-up email after a job in...,283,290.849,0.0418
llama3:8b,How do I negotiate my salary during a job offer?,300,290.369,0.0412
llama3:8b,What's the difference between anxiety and stress?,140,295.757,0.0499
llama3:8b,What's the difference between anxiety and stress?,220,292.974,0.0441
llama3:8b,What are some fun icebreaker questions for team meetings?,286,290.749,0.0417
llama3:8b,What's the difference between anxiety and stress?,499,273.809,0.0313
llama3:8b,How do I write a professional follow-up email after a job in...,127,295.972,0.0527
llama3:8b,How do I write a professional follow-up email after a job in...,221,292.977,0.0439
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,362,288.598,0.0391
llama3:8b,Can you explain inflation in simple terms?,379,287.061,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,267,291.526,0.0418
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,605,263.511,0.0315
llama3:8b,What's the difference between anxiety and stress?,214,293.217,0.0442
llama3:8b,What's the difference between anxiety and stress?,396,287.648,0.0380
llama3:8b,How can I start a simple workout routine at home with no equ...,597,265.433,0.0317
llama3:8b,What are some tips to stay focused while studying?,540,259.139,0.0315
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,457,285.397,0.0379
llama3:8b,How do I write a professional follow-up email after a job in...,390,287.439,0.0391
llama3:8b,What are some tips to stay focused while studying?,305,290.176,0.0413
llama3:8b,How can I start a simple workout routine at home with no equ...,268,291.340,0.0423
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,456,264.358,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,343,288.946,0.0402
llama3:8b,What are some fun icebreaker questions for team meetings?,388,279.329,0.0330
llama3:8b,Can you explain inflation in simple terms?,320,265.644,0.0320
llama3:8b,Can you explain inflation in simple terms?,371,288.204,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,429,286.223,0.0385
llama3:8b,Can you explain inflation in simple terms?,353,270.348,0.0326
llama3:8b,How do I write a professional follow-up email after a job in...,521,267.671,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,498,284.042,0.0374
llama3:8b,Can you explain inflation in simple terms?,411,278.706,0.0326
llama3:8b,How do I write a professional follow-up email after a job in...,485,269.763,0.0321
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,329,289.592,0.0398
llama3:8b,How do I negotiate my salary during a job offer?,192,293.985,0.0455
llama3:8b,Can you explain inflation in simple terms?,135,295.774,0.0511
llama3:8b,What are some tips to stay focused while studying?,543,267.710,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,281,291.274,0.0408
llama3:8b,What are some tips to stay focused while studying?,230,292.916,0.0425
llama3:8b,What's the difference between anxiety and stress?,300,290.814,0.0399
llama3:8b,Can you summarize the key points of the book Atomic Habits?,298,290.798,0.0399
llama3:8b,Can you explain inflation in simple terms?,469,273.161,0.0323
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,162,295.018,0.0481
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,662,264.496,0.0325
llama3:8b,What's the difference between anxiety and stress?,436,272.007,0.0325
llama3:8b,Can you explain inflation in simple terms?,283,255.308,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,785,267.311,0.0321
llama3:8b,How can I start a simple workout routine at home with no equ...,656,271.273,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,575,264.725,0.0328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,606,258.061,0.0330
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,388,280.811,0.0321
llama3:8b,What are some fun icebreaker questions for team meetings?,447,274.468,0.0321
llama3:8b,How do I negotiate my salary during a job offer?,575,281.789,0.0364
llama3:8b,How can I start a simple workout routine at home with no equ...,467,285.156,0.0376
llama3:8b,What's the difference between anxiety and stress?,506,251.989,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,549,262.895,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,393,250.783,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,504,283.443,0.0382
llama3:8b,What's the difference between anxiety and stress?,509,283.154,0.0384
llama3:8b,How can I start a simple workout routine at home with no equ...,567,271.745,0.0333
llama3:8b,What's the difference between anxiety and stress?,613,279.522,0.0333
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,614,252.997,0.0344
llama3:8b,What's the difference between anxiety and stress?,443,285.562,0.0387
llama3:8b,What's the difference between anxiety and stress?,450,278.500,0.0329
llama3:8b,What are some tips to stay focused while studying?,478,279.779,0.0331
llama3:8b,How do I write a professional follow-up email after a job in...,521,283.023,0.0378
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,337,239.492,0.0324
llama3:8b,Can you summarize the key points of the book Atomic Habits?,489,284.323,0.0382
llama3:8b,What are some tips to stay focused while studying?,498,284.064,0.0375
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,396,287.353,0.0388
llama3:8b,Can you summarize the key points of the book Atomic Habits?,674,252.360,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,480,283.971,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,523,283.165,0.0374
llama3:8b,What are some fun icebreaker questions for team meetings?,431,271.577,0.0331
llama3:8b,Can you explain inflation in simple terms?,443,270.534,0.0330
llama3:8b,What are some fun icebreaker questions for team meetings?,256,291.807,0.0426
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,849,262.525,0.0326
llama3:8b,What are some tips to stay focused while studying?,286,290.841,0.0415
llama3:8b,Can you explain inflation in simple terms?,444,243.584,0.0331
llama3:8b,What are some tips to stay focused while studying?,630,273.002,0.0330
llama3:8b,Can you summarize the key points of the book Atomic Habits?,354,288.602,0.0398
llama3:8b,What are some fun icebreaker questions for team meetings?,441,239.952,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,349,289.101,0.0390
llama3:8b,How do I negotiate my salary during a job offer?,294,290.891,0.0401
llama3:8b,How do I write a professional follow-up email after a job in...,291,291.002,0.0401
llama3:8b,Can you explain inflation in simple terms?,157,284.860,0.0314
llama3:8b,Can you summarize the key points of the book Atomic Habits?,536,278.170,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,368,281.454,0.0328
llama3:8b,What are some tips to stay focused while studying?,557,278.114,0.0329
llama3:8b,Can you explain inflation in simple terms?,315,281.213,0.0310
llama3:8b,How do I write a professional follow-up email after a job in...,419,231.615,0.0345
llama3:8b,How do I write a professional follow-up email after a job in...,498,232.983,0.0345
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,683,240.663,0.0343
llama3:8b,How do I write a professional follow-up email after a job in...,500,284.550,0.0363
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,663,278.337,0.0368
llama3:8b,What's the difference between anxiety and stress?,555,232.912,0.0344
llama3:8b,How do I negotiate my salary during a job offer?,437,281.950,0.0315
llama3:8b,How can I start a simple workout routine at home with no equ...,624,279.589,0.0317
llama3:8b,Can you explain inflation in simple terms?,365,239.928,0.0338
llama3:8b,How do I negotiate my salary during a job offer?,487,279.989,0.0331
llama3:8b,What are some fun icebreaker questions for team meetings?,422,244.300,0.0336
llama3:8b,What's the difference between anxiety and stress?,400,238.455,0.0336
llama3:8b,How do I negotiate my salary during a job offer?,499,283.663,0.0381
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,445,285.962,0.0376
llama3:8b,What are some tips to stay focused while studying?,537,278.042,0.0332
llama3:8b,Can you summarize the key points of the book Atomic Habits?,518,281.046,0.0321
llama3:8b,Can you summarize the key points of the book Atomic Habits?,448,281.887,0.0330
llama3:8b,What's the difference between anxiety and stress?,492,280.838,0.0321
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,310,240.067,0.0325
llama3:8b,Can you summarize the key points of the book Atomic Habits?,562,239.254,0.0330
llama3:8b,Can you explain inflation in simple terms?,484,279.012,0.0319
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,365,281.759,0.0316
llama3:8b,Can you explain inflation in simple terms?,414,286.748,0.0385
llama3:8b,What's the difference between anxiety and stress?,432,238.111,0.0330
llama3:8b,What's the difference between anxiety and stress?,494,278.658,0.0322
llama3:8b,How can I start a simple workout routine at home with no equ...,566,278.021,0.0318
llama3:8b,What are some fun icebreaker questions for team meetings?,436,281.603,0.0322
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,315,243.782,0.0340
llama3:8b,How do I negotiate my salary during a job offer?,677,244.376,0.0333
llama3:8b,What are some fun icebreaker questions for team meetings?,476,284.125,0.0320
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,325,281.085,0.0325
llama3:8b,What's the difference between anxiety and stress?,488,279.005,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,536,238.019,0.0342
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,465,285.094,0.0379
llama3:8b,Can you explain inflation in simple terms?,458,238.781,0.0343
llama3:8b,What are some tips to stay focused while studying?,507,280.757,0.0327
llama3:8b,Can you explain inflation in simple terms?,272,286.105,0.0316
llama3:8b,What's the difference between anxiety and stress?,495,279.219,0.0327
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,319,273.694,0.0316
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,560,282.190,0.0366
llama3:8b,How do I negotiate my salary during a job offer?,567,281.690,0.0371
llama3:8b,How do I negotiate my salary during a job offer?,527,228.667,0.0332
llama3:8b,How can I start a simple workout routine at home with no equ...,557,232.669,0.0341
llama3:8b,What are some fun icebreaker questions for team meetings?,364,234.670,0.0337
llama3:8b,What are some fun icebreaker questions for team meetings?,459,282.887,0.0329
llama3:8b,What are some tips to stay focused while studying?,506,275.556,0.0319
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,296,283.044,0.0330
llama3:8b,Can you explain inflation in simple terms?,443,281.357,0.0329
llama3:8b,Can you explain inflation in simple terms?,405,283.782,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,555,233.457,0.0335
llama3:8b,How do I negotiate my salary during a job offer?,531,277.736,0.0320
llama3:8b,What are some fun icebreaker questions for team meetings?,506,275.275,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,433,223.315,0.0332
llama3:8b,Can you summarize the key points of the book Atomic Habits?,635,275.084,0.0322
llama3:8b,Can you summarize the key points of the book Atomic Habits?,413,287.132,0.0377
llama3:8b,Can you explain inflation in simple terms?,390,284.087,0.0319
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,429,286.473,0.0378
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,530,280.710,0.0322
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,686,226.357,0.0332
llama3:8b,How do I negotiate my salary during a job offer?,647,220.882,0.0332
llama3:8b,How do I negotiate my salary during a job offer?,468,282.122,0.0323
llama3:8b,What are some fun icebreaker questions for team meetings?,465,228.282,0.0333
llama3:8b,How can I start a simple workout routine at home with no equ...,508,283.034,0.0324
llama3:8b,Can you summarize the key points of the book Atomic Habits?,496,278.451,0.0324
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,300,278.987,0.0323
llama3:8b,What are some fun icebreaker questions for team meetings?,459,228.984,0.0334
llama3:8b,What's the difference between anxiety and stress?,390,284.211,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,416,286.717,0.0384
llama3:8b,Can you explain inflation in simple terms?,472,282.589,0.0319
llama3:8b,What are some fun icebreaker questions for team meetings?,435,235.645,0.0330
llama3:8b,What's the difference between anxiety and stress?,410,221.225,0.0330
llama3:8b,What's the difference between anxiety and stress?,477,284.942,0.0318
llama3:8b,Can you summarize the key points of the book Atomic Habits?,521,283.548,0.0367
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,431,286.474,0.0376
llama3:8b,What are some fun icebreaker questions for team meetings?,472,279.403,0.0317
llama3:8b,Can you summarize the key points of the book Atomic Habits?,496,284.455,0.0368
