Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,137,297.652,0.0366
gemma3:4b,How do I negotiate my salary during a job offer?,46,299.294,0.0732
gemma3:4b,What are some fun icebreaker questions for team meetings?,34,299.525,0.0920
gemma3:4b,What's the difference between anxiety and stress?,82,298.635,0.0491
gemma3:4b,How do I write a professional follow-up email after a job in...,101,298.308,0.0431
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,19,299.799,0.1500
gemma3:4b,How do I write a professional follow-up email after a job in...,9,300.014,0.2947
gemma3:4b,How do I negotiate my salary during a job offer?,24,299.708,0.1228
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,14,299.914,0.1959
gemma3:4b,What are some fun icebreaker questions for team meetings?,5,300.075,0.5185
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,5,300.073,0.5173
gemma3:4b,What are some fun icebreaker questions for team meetings?,23,299.769,0.1276
gemma3:4b,What's the difference between anxiety and stress?,21,299.770,0.1376
gemma3:4b,How do I write a professional follow-up email after a job in...,16,300.015,0.1736
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,25,299.799,0.1183
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,73,298.758,0.0541
gemma3:4b,How do I negotiate my salary during a job offer?,15,299.884,0.1850
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,57,299.043,0.0635
gemma3:4b,How can I start a simple workout routine at home with no equ...,27,299.666,0.1111
gemma3:4b,What's the difference between anxiety and stress?,30,299.616,0.1015
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,58,299.065,0.0620
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,50,299.240,0.0691
gemma3:4b,What's the difference between anxiety and stress?,51,299.165,0.0685
gemma3:4b,How do I write a professional follow-up email after a job in...,54,299.146,0.0650
gemma3:4b,What are some fun icebreaker questions for team meetings?,39,299.419,0.0829
gemma3:4b,What are some tips to stay focused while studying?,55,299.173,0.0635
gemma3:4b,How do I negotiate my salary during a job offer?,43,299.504,0.0764
gemma3:4b,How do I negotiate my salary during a job offer?,93,298.361,0.0461
gemma3:4b,What are some fun icebreaker questions for team meetings?,25,299.725,0.1184
gemma3:4b,What are some fun icebreaker questions for team meetings?,80,298.617,0.0507
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,34,299.529,0.0922
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,13,299.917,0.2108
gemma3:4b,What are some fun icebreaker questions for team meetings?,35,299.513,0.0898
gemma3:4b,What's the difference between anxiety and stress?,27,299.663,0.1110
gemma3:4b,How can I start a simple workout routine at home with no equ...,100,298.201,0.0446
gemma3:4b,What are some fun icebreaker questions for team meetings?,60,298.984,0.0612
gemma3:4b,How do I negotiate my salary during a job offer?,16,299.900,0.1741
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,53,299.187,0.0655
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,55,299.159,0.0636
gemma3:4b,What's the difference between anxiety and stress?,20,299.778,0.1441
gemma3:4b,What are some tips to stay focused while studying?,30,299.617,0.1024
gemma3:4b,How do I write a professional follow-up email after a job in...,17,299.861,0.1665
gemma3:4b,What's the difference between anxiety and stress?,8,300.000,0.3322
gemma3:4b,What are some fun icebreaker questions for team meetings?,8,300.014,0.3307
gemma3:4b,How do I write a professional follow-up email after a job in...,85,298.537,0.0485
gemma3:4b,How do I negotiate my salary during a job offer?,6,300.048,0.4349
gemma3:4b,How do I write a professional follow-up email after a job in...,63,298.988,0.0582
gemma3:4b,How do I negotiate my salary during a job offer?,89,298.503,0.0471
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,95,298.475,0.0448
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,80,298.741,0.0502
gemma3:4b,How do I write a professional follow-up email after a job in...,122,297.904,0.0390
gemma3:4b,How do I negotiate my salary during a job offer?,246,295.576,0.0288
gemma3:4b,Can you explain inflation in simple terms?,151,297.379,0.0350
gemma3:4b,What are some fun icebreaker questions for team meetings?,244,295.775,0.0289
gemma3:4b,How do I write a professional follow-up email after a job in...,62,299.063,0.0591
gemma3:4b,How do I negotiate my salary during a job offer?,61,299.015,0.0597
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,218,296.145,0.0299
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,219,296.097,0.0302
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,122,297.883,0.0391
gemma3:4b,What's the difference between anxiety and stress?,246,295.480,0.0292
gemma3:4b,How can I start a simple workout routine at home with no equ...,98,298.280,0.0447
gemma3:4b,Can you explain inflation in simple terms?,560,283.768,0.0191
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,434,291.983,0.0246
gemma3:4b,How can I start a simple workout routine at home with no equ...,590,289.205,0.0228
gemma3:4b,What are some tips to stay focused while studying?,913,279.358,0.0194
gemma3:4b,What are some fun icebreaker questions for team meetings?,557,289.598,0.0236
gemma3:4b,How do I negotiate my salary during a job offer?,844,283.867,0.0223
gemma3:4b,How do I write a professional follow-up email after a job in...,269,294.878,0.0289
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,812,284.592,0.0222
gemma3:4b,How do I negotiate my salary during a job offer?,780,285.489,0.0220
gemma3:4b,How do I write a professional follow-up email after a job in...,304,294.231,0.0277
gemma3:4b,What are some fun icebreaker questions for team meetings?,837,284.052,0.0222
gemma3:4b,How can I start a simple workout routine at home with no equ...,985,275.550,0.0194
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,533,289.756,0.0242
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,807,284.197,0.0195
gemma3:4b,What are some fun icebreaker questions for team meetings?,616,288.206,0.0235
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1013,280.711,0.0217
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,648,287.658,0.0231
gemma3:4b,What's the difference between anxiety and stress?,847,280.732,0.0194
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,55,299.158,0.0636
gemma3:4b,What are some tips to stay focused while studying?,553,289.114,0.0245
gemma3:4b,How do I write a professional follow-up email after a job in...,899,282.555,0.0224
gemma3:4b,What's the difference between anxiety and stress?,744,285.737,0.0227
gemma3:4b,How do I negotiate my salary during a job offer?,448,291.505,0.0249
gemma3:4b,How do I negotiate my salary during a job offer?,710,286.118,0.0233
gemma3:4b,What's the difference between anxiety and stress?,856,281.961,0.0193
gemma3:4b,How can I start a simple workout routine at home with no equ...,1227,268.289,0.0198
gemma3:4b,How do I negotiate my salary during a job offer?,929,282.610,0.0216
gemma3:4b,What are some fun icebreaker questions for team meetings?,899,283.131,0.0217
gemma3:4b,How can I start a simple workout routine at home with no equ...,788,284.817,0.0226
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,836,283.227,0.0193
gemma3:4b,How do I write a professional follow-up email after a job in...,740,285.700,0.0229
gemma3:4b,How do I negotiate my salary during a job offer?,197,296.333,0.0326
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,859,266.329,0.0197
gemma3:4b,How do I negotiate my salary during a job offer?,334,294.109,0.0264
gemma3:4b,How do I negotiate my salary during a job offer?,1056,279.306,0.0221
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,472,291.234,0.0242
gemma3:4b,What's the difference between anxiety and stress?,162,297.104,0.0343
gemma3:4b,How do I write a professional follow-up email after a job in...,699,286.568,0.0230
gemma3:4b,Can you explain inflation in simple terms?,534,274.843,0.0195
gemma3:4b,How do I negotiate my salary during a job offer?,693,286.671,0.0231
gemma3:4b,Can you explain inflation in simple terms?,624,284.708,0.0191
gemma3:4b,Can you explain inflation in simple terms?,550,282.571,0.0194
gemma3:4b,How do I write a professional follow-up email after a job in...,1015,279.863,0.0225
gemma3:4b,What are some fun icebreaker questions for team meetings?,922,282.215,0.0222
gemma3:4b,What's the difference between anxiety and stress?,810,246.563,0.0192
gemma3:4b,What are some tips to stay focused while studying?,988,271.120,0.0196
gemma3:4b,What are some fun icebreaker questions for team meetings?,1003,260.744,0.0196
gemma3:4b,What are some fun icebreaker questions for team meetings?,361,293.122,0.0264
gemma3:4b,What are some tips to stay focused while studying?,914,265.662,0.0193
gemma3:4b,What's the difference between anxiety and stress?,832,256.644,0.0193
gemma3:4b,What are some fun icebreaker questions for team meetings?,773,285.189,0.0226
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,813,284.154,0.0228
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,802,274.449,0.0201
gemma3:4b,Can you explain inflation in simple terms?,526,267.169,0.0198
gemma3:4b,What's the difference between anxiety and stress?,768,273.813,0.0196
gemma3:4b,How can I start a simple workout routine at home with no equ...,1035,250.042,0.0194
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,748,285.657,0.0227
gemma3:4b,How do I negotiate my salary during a job offer?,1268,246.750,0.0194
gemma3:4b,Can you explain inflation in simple terms?,606,268.406,0.0195
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1114,268.282,0.0202
gemma3:4b,What are some tips to stay focused while studying?,939,262.302,0.0198
gemma3:4b,Can you explain inflation in simple terms?,514,278.894,0.0195
gemma3:4b,Can you explain inflation in simple terms?,505,270.490,0.0194
gemma3:4b,How do I write a professional follow-up email after a job in...,1040,273.104,0.0196
gemma3:4b,What's the difference between anxiety and stress?,908,264.255,0.0198
gemma3:4b,What are some fun icebreaker questions for team meetings?,1115,276.264,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1154,269.534,0.0197
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1311,270.197,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1004,280.062,0.0225
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1221,273.052,0.0196
gemma3:4b,What are some tips to stay focused while studying?,883,282.362,0.0198
gemma3:4b,What's the difference between anxiety and stress?,424,291.660,0.0259
gemma3:4b,How do I write a professional follow-up email after a job in...,1029,279.791,0.0222
gemma3:4b,How do I negotiate my salary during a job offer?,1248,272.204,0.0198
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,196,296.266,0.0326
gemma3:4b,How can I start a simple workout routine at home with no equ...,68,298.854,0.0559
gemma3:4b,How do I negotiate my salary during a job offer?,1251,274.105,0.0197
gemma3:4b,How can I start a simple workout routine at home with no equ...,443,291.657,0.0248
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,147,297.336,0.0362
gemma3:4b,What are some fun icebreaker questions for team meetings?,283,294.835,0.0276
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,170,296.878,0.0340
gemma3:4b,How can I start a simple workout routine at home with no equ...,127,297.701,0.0390
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,54,299.302,0.0646
gemma3:4b,What are some fun icebreaker questions for team meetings?,43,299.492,0.0767
gemma3:4b,What are some tips to stay focused while studying?,222,295.915,0.0304
gemma3:4b,How can I start a simple workout routine at home with no equ...,1030,279.332,0.0198
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,108,298.083,0.0423
gemma3:4b,How do I negotiate my salary during a job offer?,103,298.236,0.0430
gemma3:4b,What's the difference between anxiety and stress?,42,299.354,0.0787
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,354,293.138,0.0269
gemma3:4b,How do I write a professional follow-up email after a job in...,48,299.249,0.0710
gemma3:4b,What are some tips to stay focused while studying?,164,297.119,0.0338
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,156,297.259,0.0346
gemma3:4b,How can I start a simple workout routine at home with no equ...,1,300.135,2.5176
gemma3:4b,What are some fun icebreaker questions for team meetings?,122,297.799,0.0398
gemma3:4b,How can I start a simple workout routine at home with no equ...,4,300.094,0.6423
gemma3:4b,How do I negotiate my salary during a job offer?,9,300.002,0.2955
gemma3:4b,How do I write a professional follow-up email after a job in...,49,299.205,0.0704
gemma3:4b,Can you explain inflation in simple terms?,164,297.094,0.0340
gemma3:4b,Can you explain inflation in simple terms?,39,299.433,0.0826
gemma3:4b,What's the difference between anxiety and stress?,47,299.238,0.0726
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,107,298.113,0.0425
gemma3:4b,What are some fun icebreaker questions for team meetings?,53,299.160,0.0659
gemma3:4b,How can I start a simple workout routine at home with no equ...,71,298.812,0.0543
gemma3:4b,What's the difference between anxiety and stress?,120,297.904,0.0396
gemma3:4b,What's the difference between anxiety and stress?,41,299.351,0.0806
gemma3:4b,What are some tips to stay focused while studying?,29,299.600,0.1056
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,6,300.040,0.4358
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,33,299.533,0.0947
gemma3:4b,Can you explain inflation in simple terms?,29,299.600,0.1054
gemma3:4b,Can you explain inflation in simple terms?,297,294.262,0.0284
gemma3:4b,How do I negotiate my salary during a job offer?,72,298.830,0.0531
gemma3:4b,How do I negotiate my salary during a job offer?,58,299.074,0.0618
gemma3:4b,Can you explain inflation in simple terms?,23,299.735,0.1269
gemma3:4b,How do I negotiate my salary during a job offer?,31,299.571,0.0994
gemma3:4b,How do I negotiate my salary during a job offer?,11,299.962,0.2447
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,28,299.644,0.1076
gemma3:4b,How can I start a simple workout routine at home with no equ...,29,299.638,0.1042
gemma3:4b,What are some tips to stay focused while studying?,55,299.117,0.0645
gemma3:4b,How do I write a professional follow-up email after a job in...,38,299.419,0.0852
gemma3:4b,What are some tips to stay focused while studying?,119,297.927,0.0397
gemma3:4b,How do I write a professional follow-up email after a job in...,51,299.178,0.0685
gemma3:4b,How can I start a simple workout routine at home with no equ...,51,299.220,0.0673
gemma3:4b,Can you explain inflation in simple terms?,72,298.836,0.0532
gemma3:4b,What are some tips to stay focused while studying?,43,299.355,0.0771
gemma3:4b,What are some fun icebreaker questions for team meetings?,117,298.000,0.0399
gemma3:4b,What's the difference between anxiety and stress?,40,299.431,0.0810
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,69,298.893,0.0545
gemma3:4b,What are some tips to stay focused while studying?,42,299.380,0.0780
gemma3:4b,How do I write a professional follow-up email after a job in...,35,299.513,0.0900
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,34,299.538,0.0918
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,30,299.617,0.1014
gemma3:4b,How do I write a professional follow-up email after a job in...,48,299.212,0.0718
gemma3:4b,What's the difference between anxiety and stress?,40,299.430,0.0807
gemma3:4b,What are some fun icebreaker questions for team meetings?,51,299.222,0.0674
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,49,299.224,0.0703
gemma3:4b,What's the difference between anxiety and stress?,24,299.675,0.1251
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,5,300.068,0.5189
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,6,300.068,0.4316
gemma3:4b,What are some tips to stay focused while studying?,76,298.745,0.0514
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,82,298.638,0.0490
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,21,299.762,0.1383
gemma3:4b,What's the difference between anxiety and stress?,38,299.460,0.0841
gemma3:4b,What are some fun icebreaker questions for team meetings?,6,300.049,0.4358
gemma3:4b,How do I write a professional follow-up email after a job in...,69,298.868,0.0549
gemma3:4b,Can you explain inflation in simple terms?,79,298.679,0.0505
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,98,298.249,0.0450
gemma3:4b,What are some fun icebreaker questions for team meetings?,72,298.800,0.0535
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,23,299.748,0.1267
gemma3:4b,How can I start a simple workout routine at home with no equ...,52,299.193,0.0666
gemma3:4b,How do I write a professional follow-up email after a job in...,99,298.229,0.0447
gemma3:4b,How do I negotiate my salary during a job offer?,78,298.699,0.0509
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,27,299.670,0.1112
gemma3:4b,What are some tips to stay focused while studying?,36,299.475,0.0885
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,67,298.901,0.0561
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,67,298.911,0.0561
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,64,298.939,0.0581
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,18,299.811,0.1591
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,6,300.055,0.4400
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,10,299.962,0.2711
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,31,299.601,0.1007
gemma3:4b,What's the difference between anxiety and stress?,42,299.384,0.0786
gemma3:4b,Can you explain inflation in simple terms?,24,299.709,0.1231
gemma3:4b,Can you explain inflation in simple terms?,48,299.255,0.0717
gemma3:4b,How do I write a professional follow-up email after a job in...,46,299.332,0.0729
gemma3:4b,How do I write a professional follow-up email after a job in...,35,299.522,0.0988
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,6,300.043,0.4354
gemma3:4b,How do I write a professional follow-up email after a job in...,10,300.114,0.2917
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,20,299.816,0.1646
gemma3:4b,How do I write a professional follow-up email after a job in...,107,298.151,0.0442
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,34,299.551,0.0980
gemma3:4b,What's the difference between anxiety and stress?,108,298.129,0.0421
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,74,298.755,0.0528
gemma3:4b,What are some tips to stay focused while studying?,30,299.612,0.1162
gemma3:4b,How do I write a professional follow-up email after a job in...,36,299.509,0.0902
gemma3:4b,Can you explain inflation in simple terms?,90,298.450,0.0471
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,71,298.845,0.0545
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,67,298.925,0.0561
gemma3:4b,Can you explain inflation in simple terms?,70,298.848,0.0545
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,43,299.374,0.0894
gemma3:4b,What's the difference between anxiety and stress?,72,298.817,0.0534
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,7,300.221,0.3540
gemma3:4b,How do I negotiate my salary during a job offer?,48,299.212,0.0722
gemma3:4b,What are some tips to stay focused while studying?,11,301.740,0.0882
gemma3:4b,How can I start a simple workout routine at home with no equ...,161,297.095,0.0345
gemma3:4b,What are some tips to stay focused while studying?,38,299.414,0.1118
gemma3:4b,How can I start a simple workout routine at home with no equ...,22,299.820,0.1549
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,138,297.529,0.0371
gemma3:4b,Can you explain inflation in simple terms?,55,299.145,0.0638
gemma3:4b,Can you explain inflation in simple terms?,19,299.834,0.1488
gemma3:4b,What's the difference between anxiety and stress?,5,300.210,0.4909
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,89,298.509,0.0467
gemma3:4b,How can I start a simple workout routine at home with no equ...,48,299.260,0.0819
gemma3:4b,What are some tips to stay focused while studying?,32,299.559,0.0969
gemma3:4b,Can you explain inflation in simple terms?,101,298.295,0.0432
gemma3:4b,What's the difference between anxiety and stress?,9,300.082,0.4145
gemma3:4b,What are some fun icebreaker questions for team meetings?,28,300.189,0.0891
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,65,299.054,0.0554
gemma3:4b,How do I negotiate my salary during a job offer?,54,299.144,0.0650
gemma3:4b,How can I start a simple workout routine at home with no equ...,10,300.133,0.2521
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,50,299.390,0.0655
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,49,299.596,0.0624
gemma3:4b,What's the difference between anxiety and stress?,63,299.001,0.0580
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,71,298.862,0.0534
gemma3:4b,How do I write a professional follow-up email after a job in...,41,299.531,0.0768
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,43,299.670,0.0695
gemma3:4b,What's the difference between anxiety and stress?,31,300.057,0.0838
gemma3:4b,Can you explain inflation in simple terms?,3,300.212,0.8308
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,14,299.886,0.1983
gemma3:4b,How can I start a simple workout routine at home with no equ...,10,299.999,0.2687
gemma3:4b,How do I negotiate my salary during a job offer?,15,300.025,0.1752
gemma3:4b,Can you explain inflation in simple terms?,19,300.002,0.1402
gemma3:4b,What's the difference between anxiety and stress?,11,300.043,0.2385
gemma3:4b,What are some tips to stay focused while studying?,58,300.843,0.0316
gemma3:4b,Can you explain inflation in simple terms?,24,299.742,0.1214
gemma3:4b,How can I start a simple workout routine at home with no equ...,98,298.395,0.0598
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,24,299.805,0.1193
gemma3:4b,How can I start a simple workout routine at home with no equ...,34,299.668,0.0882
gemma3:4b,How can I start a simple workout routine at home with no equ...,24,299.735,0.1217
gemma3:4b,What are some fun icebreaker questions for team meetings?,89,298.818,0.0432
gemma3:4b,What's the difference between anxiety and stress?,114,298.614,0.0355
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,27,299.667,0.1106
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,113,298.040,0.0409
gemma3:4b,How do I write a professional follow-up email after a job in...,5,300.068,0.5256
gemma3:4b,Can you explain inflation in simple terms?,68,298.895,0.0558
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,108,298.115,0.0431
gemma3:4b,How can I start a simple workout routine at home with no equ...,52,299.187,0.0668
gemma3:4b,How can I start a simple workout routine at home with no equ...,13,299.916,0.2105
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,50,299.220,0.0688
gemma3:4b,What's the difference between anxiety and stress?,7,300.024,0.3759
gemma3:4b,How do I write a professional follow-up email after a job in...,32,299.566,0.0965
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,136,297.661,0.0367
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,52,299.176,0.0668
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,50,299.249,0.0681
gemma3:4b,What are some tips to stay focused while studying?,33,299.531,0.0949
gemma3:4b,What are some tips to stay focused while studying?,12,299.936,0.2268
gemma3:4b,How do I write a professional follow-up email after a job in...,42,299.373,0.0781
gemma3:4b,How do I write a professional follow-up email after a job in...,51,299.156,0.0686
gemma3:4b,What's the difference between anxiety and stress?,49,299.214,0.0702
gemma3:4b,Can you explain inflation in simple terms?,77,298.758,0.0508
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,38,299.413,0.0852
gemma3:4b,What are some fun icebreaker questions for team meetings?,44,299.600,0.0694
gemma3:4b,How do I write a professional follow-up email after a job in...,74,298.798,0.0522
gemma3:4b,What are some fun icebreaker questions for team meetings?,31,299.647,0.0973
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,46,299.311,0.0726
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,39,299.434,0.0826
gemma3:4b,How can I start a simple workout routine at home with no equ...,16,299.864,0.1746
gemma3:4b,What are some tips to stay focused while studying?,14,299.896,0.1974
gemma3:4b,What's the difference between anxiety and stress?,66,298.912,0.0566
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,38,299.452,0.0843
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,40,299.406,0.0812
gemma3:4b,What are some fun icebreaker questions for team meetings?,58,299.063,0.0619
gemma3:4b,What are some fun icebreaker questions for team meetings?,19,299.828,0.1493
gemma3:4b,What are some fun icebreaker questions for team meetings?,118,297.974,0.0397
gemma3:4b,What are some fun icebreaker questions for team meetings?,46,299.274,0.0735
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,24,299.719,0.1225
gemma3:4b,How can I start a simple workout routine at home with no equ...,35,299.622,0.0866
gemma3:4b,How do I negotiate my salary during a job offer?,53,299.164,0.0659
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,23,299.721,0.1276
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,12,299.930,0.2269
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,112,298.099,0.0407
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,60,299.124,0.0591
gemma3:4b,What are some tips to stay focused while studying?,10,299.972,0.2684
gemma3:4b,What's the difference between anxiety and stress?,80,298.685,0.0498
gemma3:4b,What's the difference between anxiety and stress?,69,298.855,0.0551
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,32,299.560,0.0968
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,84,298.559,0.0488
gemma3:4b,What's the difference between anxiety and stress?,46,299.266,0.0737
gemma3:4b,What are some tips to stay focused while studying?,10,299.982,0.2676
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,66,298.931,0.0565
gemma3:4b,Can you explain inflation in simple terms?,141,297.477,0.0367
gemma3:4b,What's the difference between anxiety and stress?,73,298.822,0.0526
gemma3:4b,Can you explain inflation in simple terms?,122,297.821,0.0396
gemma3:4b,What are some tips to stay focused while studying?,23,299.715,0.1279
gemma3:4b,How do I write a professional follow-up email after a job in...,63,298.985,0.0584
gemma3:4b,How do I negotiate my salary during a job offer?,48,299.357,0.0688
gemma3:4b,What's the difference between anxiety and stress?,22,299.730,0.1331
gemma3:4b,How do I write a professional follow-up email after a job in...,32,299.549,0.0973
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,42,299.363,0.0786
gemma3:4b,How do I negotiate my salary during a job offer?,23,299.724,0.1275
gemma3:4b,How can I start a simple workout routine at home with no equ...,35,299.485,0.0906
gemma3:4b,What are some fun icebreaker questions for team meetings?,11,299.955,0.2458
gemma3:4b,Can you explain inflation in simple terms?,47,299.247,0.0725
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,91,298.449,0.0462
gemma3:4b,How do I negotiate my salary during a job offer?,83,298.593,0.0489
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,16,299.867,0.1743
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,73,298.793,0.0529
gemma3:4b,How can I start a simple workout routine at home with no equ...,17,299.848,0.1660
gemma3:4b,How can I start a simple workout routine at home with no equ...,4,300.097,0.6429
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,54,299.258,0.0657
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,48,299.261,0.0709
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,82,298.761,0.0491
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,28,299.633,0.1081
gemma3:4b,Can you explain inflation in simple terms?,29,299.622,0.1048
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,32,299.541,0.0974
gemma3:4b,Can you explain inflation in simple terms?,32,299.714,0.0977
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,38,299.480,0.0842
gemma3:4b,Can you explain inflation in simple terms?,55,299.112,0.0644
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,26,299.686,0.1143
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,58,299.062,0.0620
gemma3:4b,How do I negotiate my salary during a job offer?,14,299.905,0.1969
gemma3:4b,What are some tips to stay focused while studying?,112,298.064,0.0410
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,47,299.254,0.0724
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,19,299.798,0.1506
gemma3:4b,How can I start a simple workout routine at home with no equ...,64,298.946,0.0580
gemma3:4b,How can I start a simple workout routine at home with no equ...,3,300.097,0.8525
gemma3:4b,What are some fun icebreaker questions for team meetings?,23,299.723,0.1275
gemma3:4b,What's the difference between anxiety and stress?,6,300.051,0.4348
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,77,298.722,0.0510
gemma3:4b,How do I negotiate my salary during a job offer?,17,299.867,0.1646
