Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,362,287.256,0.0265
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,316,291.330,0.0258
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,227,293.944,0.0386
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,592,282.731,0.0268
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,364,290.768,0.0328
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",222,284.799,0.0278
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,249,284.024,0.0270
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,248,293.588,0.0367
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,190,295.111,0.0399
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,297,285.794,0.0279
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,426,288.590,0.0331
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,417,288.838,0.0332
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,149,296.274,0.0430
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,240,294.022,0.0251
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,274,281.834,0.0281
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,231,292.678,0.0244
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,289,292.514,0.0245
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,238,284.791,0.0279
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,224,294.737,0.0355
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,322,282.646,0.0275
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,234,284.702,0.0276
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,207,295.059,0.0368
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,312,285.915,0.0277
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,470,282.321,0.0279
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,349,278.279,0.0278
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,611,283.506,0.0314
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",200,295.206,0.0374
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,154,283.127,0.0285
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,205,295.080,0.0371
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,246,284.232,0.0273
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",230,294.491,0.0356
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,548,279.545,0.0280
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,268,292.671,0.0245
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,274,284.952,0.0281
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,285,293.186,0.0333
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,290,281.983,0.0270
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,288,284.750,0.0273
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,164,289.964,0.0249
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,236,286.030,0.0267
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,255,293.935,0.0343
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,365,283.002,0.0269
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,230,294.506,0.0356
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,273,282.644,0.0270
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,494,283.355,0.0270
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,244,282.136,0.0252
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,364,289.271,0.0248
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,465,285.409,0.0258
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,351,282.550,0.0249
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,428,288.844,0.0249
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,418,289.820,0.0308
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,396,279.256,0.0260
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,346,286.496,0.0271
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,422,287.317,0.0272
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,177,288.988,0.0260
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,637,280.538,0.0264
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",284,289.019,0.0261
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,281,283.402,0.0279
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,543,285.405,0.0318
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,148,287.566,0.0261
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,382,288.788,0.0261
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",358,283.269,0.0261
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,529,285.686,0.0321
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",277,292.535,0.0366
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,160,289.252,0.0258
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,252,287.945,0.0285
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,453,284.750,0.0285
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,250,285.343,0.0258
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,572,284.166,0.0324
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,347,290.608,0.0348
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,243,289.686,0.0272
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",399,288.292,0.0259
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,196,293.431,0.0271
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,288,293.182,0.0271
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,466,277.373,0.0260
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,504,286.375,0.0323
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,336,291.026,0.0347
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,501,286.126,0.0331
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,272,292.749,0.0366
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,405,279.754,0.0261
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,172,290.492,0.0273
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,363,280.771,0.0264
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,285,292.463,0.0359
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,150,296.140,0.0436
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,145,296.317,0.0439
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,261,293.168,0.0254
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,387,279.806,0.0265
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,314,291.594,0.0353
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",348,283.871,0.0261
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,228,294.543,0.0357
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,242,294.149,0.0353
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",405,289.282,0.0263
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,286,284.228,0.0256
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,398,289.635,0.0328
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,345,286.073,0.0258
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,453,288.587,0.0254
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,351,282.745,0.0256
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,409,289.504,0.0322
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,534,285.165,0.0261
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",382,288.733,0.0262
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,339,291.430,0.0332
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,361,289.215,0.0262
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,371,288.069,0.0264
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,333,278.380,0.0265
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,201,294.224,0.0262
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,415,287.306,0.0262
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,412,278.247,0.0269
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,328,286.497,0.0261
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",220,280.999,0.0273
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,173,287.292,0.0262
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,248,293.658,0.0364
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",415,286.277,0.0263
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,240,294.109,0.0357
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,410,280.313,0.0274
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,323,275.209,0.0272
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,289,292.954,0.0337
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,278,293.167,0.0342
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,343,290.048,0.0251
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,316,274.834,0.0265
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,303,292.532,0.0335
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,209,294.861,0.0374
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,127,296.903,0.0454
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,124,294.889,0.0248
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,377,287.795,0.0249
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,118,297.148,0.0468
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,360,284.146,0.0248
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,425,289.503,0.0310
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,209,295.084,0.0363
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,592,277.906,0.0265
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,306,278.776,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,338,291.855,0.0320
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,268,281.841,0.0265
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,329,292.038,0.0323
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,160,293.422,0.0260
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,540,277.998,0.0267
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,569,277.359,0.0266
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,133,283.532,0.0277
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,313,292.324,0.0331
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,163,294.447,0.0261
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",374,281.276,0.0266
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,302,292.396,0.0341
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,240,283.457,0.0264
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,511,286.596,0.0315
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,211,287.116,0.0248
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,245,285.908,0.0248
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,297,292.675,0.0337
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,338,286.829,0.0252
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,603,283.941,0.0311
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",232,288.618,0.0246
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,401,285.086,0.0250
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,434,287.358,0.0275
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,385,287.948,0.0253
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,297,291.286,0.0258
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,340,291.002,0.0261
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,399,289.048,0.0342
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,220,294.227,0.0268
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,379,289.569,0.0346
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,219,293.980,0.0397
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,112,297.051,0.0503
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,322,291.835,0.0337
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,51,298.899,0.0751
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,38,299.232,0.0907
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,57,298.769,0.0685
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",36,299.314,0.0934
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,136,296.588,0.0448
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,235,294.057,0.0367
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,51,298.832,0.0754
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,36,299.239,0.0955
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",8,300.014,0.3327
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,8,300.002,0.3346
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,589,285.083,0.0299
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",14,299.852,0.2016
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,43,299.175,0.0814
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,10,299.933,0.2743
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,41,299.216,0.0843
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,24,299.625,0.1271
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,23,299.689,0.1316
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,7,300.005,0.3815
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,7,300.006,0.3816
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,195,294.903,0.0398
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,12,299.857,0.2349
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,9,299.979,0.2998
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,10,299.977,0.2716
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,10,299.977,0.2719
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,8,300.003,0.3337
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.092,0.6456
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",11,299.890,0.2547
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,3,300.110,0.8583
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,4,300.092,0.6462
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,16,299.804,0.1795
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,5,300.077,0.5223
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,12,299.901,0.2318
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,300.112,0.8540
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.169,2.5063
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,14,299.864,0.2009
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,300.123,0.8517
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.071,0.5251
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.133,1.2723
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",7,300.034,0.3770
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.132,1.2744
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,6,300.024,0.4415
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,8,299.991,0.3354
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.098,0.6437
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.083,0.6474
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.127,1.2730
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.120,1.2759
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.068,0.5216
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.144,1.2642
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.123,0.8498
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.155,2.5179
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,6,300.031,0.4408
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,300.089,0.6461
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.179,2.5096
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,15,299.821,0.1901
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.159,2.5233
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,17,299.786,0.1700
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,9,300.002,0.2990
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,9,299.975,0.3000
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.103,0.8578
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,19,299.740,0.1548
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,16,299.807,0.1791
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.138,1.2693
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,9,299.962,0.3025
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,300.111,0.6451
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,6,300.035,0.4406
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,3,300.100,0.8586
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.166,2.5061
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.171,2.5056
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,8,300.002,0.3342
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.100,0.8573
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,8,299.994,0.3352
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,7,300.034,0.3802
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.114,0.8583
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,7,300.003,0.3839
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,10,299.940,0.2744
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,5,300.079,0.5222
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,5,300.053,0.5231
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,7,300.018,0.3796
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.090,0.6478
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,8,300.013,0.3343
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,6,300.040,0.4387
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.070,0.6507
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,6,300.024,0.4414
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.098,0.8583
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.106,0.8591
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.139,1.2680
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.130,1.2720
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,4,300.093,0.6455
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.152,1.2658
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.109,0.8567
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.144,1.2694
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.169,2.5035
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.131,1.2718
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.106,0.8555
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,5,300.073,0.5201
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.100,0.8582
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.116,0.8564
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,7,300.014,0.3797
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.077,0.6485
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.165,2.5104
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.154,2.5173
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,4,300.077,0.6503
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.152,1.2617
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.120,0.8510
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,300.112,0.8552
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.092,0.6451
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.162,2.5145
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.123,1.2759
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.123,1.2761
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.162,2.5133
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,300.090,0.6493
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.141,1.2724
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.137,1.2729
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,4,300.078,0.6487
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.134,1.2690
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,300.111,0.8539
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.106,0.8553
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.139,1.2647
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.143,1.2654
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.169,2.5024
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.154,2.5201
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.174,2.5050
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,4,300.098,0.6443
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.142,1.3007
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.106,0.6657
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,2,300.140,1.3013
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.177,2.5135
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",8,300.021,0.3317
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.127,1.2726
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.164,2.5098
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,8,300.021,0.3321
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,8,300.021,0.3321
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,3,300.108,0.8576
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.154,1.2753
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.142,1.2658
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.138,1.2753
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.137,1.2766
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,300.103,0.6467
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.172,2.5095
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.171,2.5136
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.134,1.2712
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.111,0.8562
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.114,1.2819
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.177,2.5135
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.165,2.5198
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.141,1.2660
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.128,1.2732
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.127,1.2737
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.174,2.5013
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,300.401,0.6495
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.075,0.5196
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.074,0.5198
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,5,300.048,0.5246
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,5,300.053,0.5239
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.135,1.2697
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.134,1.2707
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.149,1.2614
